kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
SRK0103GS,Sendok-Sendok,Endospermum spp,PohonDewasa,icon/mature_tree.svg,Least Concern,40.1,12,13,Mineral,-,-0.0383394,101.4043935,61.648314318761,0.03511660719,,,,Fahrizal,01/10/2021 08:35:00,200000,889.6329023,-,Approach 5,media/SRK_1_100.jpg,media/SRK_2_100.jpg,media/SRK_3_100.jpg,media/SRK_4_100.jpg,adopsipohonriau/100
SRK0104GS,Sendok-Sendok,Endospermum spp,PohonDewasa,icon/mature_tree.svg,Least Concern,40,14,13,Mineral,-,-0.0383371,101.404392,61.636147848759,0.03511573968,,,,Fahrizal,01/10/2021 08:49:00,200000,1029.044583,-,Approach 5,media/SRK_1_101.jpg,media/SRK_2_101.jpg,media/SRK_3_101.jpg,media/SRK_4_101.jpg,adopsipohonriau/101
SRK0105GS,Sendok-Sendok,Endospermum spp,PohonMuda,icon/young_tree.svg,Least Concern,20,10,13,Mineral,-,-0.0383467,101.40444,60.971962063516,0.03515974027,,,,Adep,01/10/2021 09:01:00,50000,191.5149479,-,Approach 5,media/SRK_1_102.jpg,media/SRK_2_102.jpg,media/SRK_3_102.jpg,media/SRK_4_102.jpg,adopsipohonriau/102
SRK0106GS,Meranti Putih,Shorea javanica,PohonMuda,icon/young_tree.svg,Endangered,24,9,13,Mineral,-,-0.0385599,101.404423,66.379853723395,0.03508991187,,,,Adep,01/10/2021 09:06:00,50000,377.4368463,-,Approach 5,media/SRK_1_103.jpg,media/SRK_2_103.jpg,media/SRK_3_103.jpg,media/SRK_4_103.jpg,adopsipohonriau/103
SRK0107GS,Mahang,Macaranga spp,PohonMuda,icon/young_tree.svg,Endangered,36,14,13,Mineral,-,-0.0385495,101.4046645,56.811329871914,0.0353265053,,,,Adep,01/10/2021 09:25:00,50000,878.5254758,-,Approach 5,media/SRK_1_104.jpg,media/SRK_2_104.jpg,media/SRK_3_104.jpg,media/SRK_4_104.jpg,adopsipohonriau/104
SRK0108GS,Pasir-Pasir,Guettarda speciosa,PohonMuda,icon/young_tree.svg,Least Concern,7,6,13,Mineral,-,-0.0388196,101.4046495,63.482280342408,0.03524642008,,,,Adep,01/10/2021 09:40:00,50000,26.49881238,-,Approach 5,media/SRK_1_105.jpg,media/SRK_2_105.jpg,media/SRK_3_105.jpg,media/SRK_4_105.jpg,adopsipohonriau/105
SRK0109GS,Meranti Putih,Shorea javanica,PohonMuda,icon/young_tree.svg,Endangered,24,14,13,Mineral,-,-0.0388338,101.40487,26.562539279444,0.03545719361,,,,Adek Lphd,01/10/2021 09:43:00,50000,580.9310217,-,Approach 5,media/SRK_1_106.jpg,media/SRK_2_106.jpg,media/SRK_3_106.jpg,media/SRK_4_106.jpg,adopsipohonriau/106
SRK0110GS,Meranti Putih,Shorea javanica,PohonMuda,icon/young_tree.svg,Endangered,10,10,13,Mineral,-,-0.0387859,101.4047742,52.014473644073,0.03537556086,,,,Adek Lphd,01/10/2021 09:50:00,50000,75.74103959,-,Approach 5,media/SRK_1_107.jpg,media/SRK_2_107.jpg,media/SRK_3_107.jpg,media/SRK_4_107.jpg,adopsipohonriau/107
SRK0111GS,Meranti,Shorea sp,PohonMuda,icon/young_tree.svg,-,8,6,13,Mineral,-,-0.0387853,101.4047838,46.895970754693,0.03538502582,,,,Adek Lphd,01/10/2021 10:00:00,50000,31.55067057,-,Approach 5,media/SRK_1_108.jpg,media/SRK_2_108.jpg,media/SRK_3_108.jpg,media/SRK_4_108.jpg,adopsipohonriau/108
SRK0112GS,Pasir-Pasir,Guettarda speciosa,PohonMuda,icon/young_tree.svg,Least Concern,33,16,13,Mineral,-,-0.0387682,101.4047679,51.576774055577,0.03537368158,,,,Adek Lphd,01/10/2021 10:10:00,50000,1423.900785,-,Approach 5,media/SRK_1_109.jpg,media/SRK_2_109.jpg,media/SRK_3_109.jpg,media/SRK_4_109.jpg,adopsipohonriau/109
SRK0113GS,Kedondong,Spondias dulcis,PohonMuda,icon/young_tree.svg,-,27,18,13,Mineral,-,-0.0385645,101.4048299,51.905134502335,0.03548316559,,,,Adep Lphd,01/10/2021 10:15:00,50000,521.5398799,-,Approach 5,media/SRK_1_110.jpg,media/SRK_2_110.jpg,media/SRK_3_110.jpg,media/SRK_4_110.jpg,adopsipohonriau/110
SRK0114GS,Medang,Alseodaphne sp,PohonMuda,icon/young_tree.svg,Vulnerable,18,14,13,Mineral,-,-0.0385797,101.4049221,37.910811271974,0.03556886406,,,,Adep,01/10/2021 10:25:00,50000,346.1460673,-,Approach 5,media/SRK_1_111.jpg,media/SRK_2_111.jpg,media/SRK_3_111.jpg,media/SRK_4_111.jpg,adopsipohonriau/111
SRK0115GS,Ambacang,Mangifera foetida,PohonMuda,icon/young_tree.svg,Least Concern,25,10,13,Mineral,-,-0.0386314,101.4048638,61.850876455245,0.03549974258,,,,Adep Lphd,01/10/2021 10:30:00,50000,469.7245672,-,Approach 5,media/SRK_1_112.jpg,media/SRK_2_112.jpg,media/SRK_3_112.jpg,media/SRK_4_112.jpg,adopsipohonriau/112
SRK0116GS,Medang Kuning,Alseodaphne umbelliflora,PohonMuda,icon/young_tree.svg,Least Concern,22,12,13,Mineral,-,-0.0386714,101.4049456,59.720166291583,0.03556943926,,,,Adep Lphd,01/10/2021 10:45:00,50000,440.591869,-,Approach 5,media/SRK_1_113.jpg,media/SRK_2_113.jpg,media/SRK_3_113.jpg,media/SRK_4_113.jpg,adopsipohonriau/113
SRK0117GS,Pasir-Pasir,Guettarda speciosa,PohonMuda,icon/young_tree.svg,Least Concern,28,13,13,Mineral,-,-0.0387213,101.4049873,66.786989704193,0.0355979283,,,,Adep Lphd,01/10/2021 10:55:00,50000,843.6855381,-,Approach 5,media/SRK_1_114.jpg,media/SRK_2_114.jpg,media/SRK_3_114.jpg,media/SRK_4_114.jpg,adopsipohonriau/114
